Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Filip Stojilković,ch SUI,"FW,MF",Darmstadt 98,24-015,2000,1.7,35,1,2,12,21,8,35,3,1,33.3,1,33.3,24,156,99,4,2,4,4,0,25,10
Niklas Süle,de GER,DF,Dortmund,28-138,1995,6.9,667,70,277,348,44,7,667,2,1,50.0,1,50.0,394,1878,1145,12,9,0,1,2,510,6
Mattias Svanberg,se SWE,MF,Wolfsburg,25-014,1999,13.6,716,23,153,393,180,21,716,23,12,52.2,10,43.5,340,1679,923,20,11,7,20,5,449,36
Attila Szalai,hu HUN,DF,Hoffenheim,25-364,1998,3.2,202,12,83,100,19,0,202,1,0,0.0,1,100.0,123,397,218,2,2,0,1,0,135,3
Jonathan Tah,de GER,DF,Leverkusen,27-342,1996,14.5,1161,115,408,726,32,13,1161,7,4,57.1,3,42.9,706,3601,2037,8,5,0,7,2,840,1
Edmond Tapsoba,bf BFA,DF,Leverkusen,24-351,1999,13.0,1227,92,432,728,81,9,1227,14,10,71.4,3,21.4,866,5068,2847,27,26,0,8,5,938,6
Mathys Tel,fr FRA,"FW,MF",Bayern Munich,18-267,2005,2.6,153,3,16,43,99,27,153,22,13,59.1,9,40.9,110,810,361,11,5,13,7,8,112,27
Nathan Tella,ng NGA,DF,Leverkusen,24-198,1999,0.9,62,1,7,25,30,7,62,6,1,16.7,3,50.0,35,307,168,3,4,2,2,3,44,11
Norman Theuerkauf,de GER,"MF,DF",Heidenheim,36-360,1987,8.6,355,27,121,171,65,8,355,2,1,50.0,1,50.0,147,952,315,2,3,1,6,3,177,13
Jan Thielmann,de GER,"FW,MF",Köln,21-238,2002,5.9,280,15,69,114,104,13,280,7,2,28.6,3,42.9,151,1087,489,17,15,3,18,8,162,25
Denis Thomalla,de GER,"MF,FW",Heidenheim,31-156,1992,3.9,195,11,41,118,38,9,195,2,2,100.0,0,0.0,107,398,172,3,2,0,1,3,126,14
Phillip Tietz,de GER,FW,Augsburg,26-194,1997,12.6,408,21,54,176,181,61,408,24,8,33.3,13,54.2,214,860,283,8,6,4,38,10,279,50
Steffen Tigges,de GER,"FW,MF",Köln,25-172,1998,4.4,144,6,13,87,45,11,144,6,3,50.0,3,50.0,80,366,97,3,2,1,10,4,107,27
Umut Tohumcu,de GER,MF,Hoffenheim,19-161,2004,2.4,99,6,30,49,21,3,99,4,0,0.0,3,75.0,58,257,119,3,5,1,1,1,63,7
Tiago Tomás,pt POR,"FW,MF",Wolfsburg,21-217,2002,6.7,269,4,33,103,136,31,269,35,14,40.0,16,45.7,171,950,403,16,11,11,30,12,201,73
Fabio Torsiello,it ITA,"FW,DF",Darmstadt 98,18-351,2005,0.3,10,0,0,4,6,1,10,0,0,,0,,6,26,20,1,0,0,2,1,6,3
Lucas Tousart,fr FRA,MF,Union Berlin,26-265,1997,3.4,159,11,40,81,39,11,159,3,1,33.3,2,66.7,73,309,164,2,4,1,4,1,88,11
Omar Traoré,de GER,DF,Heidenheim,25-349,1998,12.6,699,33,203,322,185,4,699,25,9,36.0,15,60.0,311,2108,1123,29,20,1,13,7,340,40
Kevin Trapp,de GER,GK,Eint Frankfurt,33-195,1990,16.0,643,562,640,5,0,0,643,0,0,,0,,365,1621,968,0,0,0,0,0,336,0
Christopher Trimmel,at AUT,"DF,MF",Union Berlin,36-329,1987,8.4,502,28,120,198,188,8,502,4,1,25.0,2,50.0,204,875,453,9,9,0,4,2,244,38
Tuta,br BRA,DF,Eint Frankfurt,24-199,1999,15.0,1213,119,575,551,97,16,1213,17,7,41.2,8,47.1,778,3204,1599,10,10,1,12,5,839,16
Lukas Ullrich,de GER,DF,M'Gladbach,19-309,2004,0.2,17,1,4,6,7,0,17,1,0,0.0,1,100.0,11,50,10,0,1,0,2,3,11,5
Sven Ulreich,de GER,GK,Bayern Munich,35-169,1988,8.0,304,227,300,4,0,0,304,0,0,,0,,196,702,258,0,0,0,0,0,195,0
Deniz Undav,de GER,FW,Stuttgart,27-184,1996,9.7,438,5,31,184,226,63,437,28,16,57.1,10,35.7,289,1387,664,21,17,6,25,25,354,78
Dayot Upamecano,fr FRA,DF,Bayern Munich,25-084,1998,12.7,1295,90,445,810,49,11,1295,6,3,50.0,3,50.0,925,5106,3062,14,8,0,4,1,1016,2
Mark Uth,de GER,"MF,FW",Köln,32-148,1991,2.9,147,0,17,72,58,12,147,11,3,27.3,5,45.5,73,419,160,6,5,1,10,5,85,20
Josha Vagnoman,de GER,"DF,FW",Stuttgart,23-039,2000,3.9,202,8,47,78,81,13,202,4,2,50.0,1,25.0,115,483,278,7,7,1,5,2,141,25
Ruben Vargas,ch SUI,"MF,FW",Augsburg,25-167,1998,8.8,358,17,47,152,162,30,358,22,8,36.4,13,59.1,198,1037,408,16,8,4,30,7,213,47
Miloš Veljković,rs SRB,DF,Werder Bremen,28-115,1995,12.2,853,72,407,412,39,7,853,4,3,75.0,1,25.0,540,2747,1634,7,4,1,3,0,599,7
Oscar Vilhelmsson,se SWE,"FW,MF",Darmstadt 98,20-109,2003,5.4,124,6,9,51,64,14,124,3,0,0.0,3,100.0,53,223,60,3,1,2,10,5,90,27
Kevin Vogt,de GER,DF,Hoffenheim,32-118,1991,14.7,1051,89,474,539,43,1,1051,6,5,83.3,1,16.7,629,3294,1909,16,7,0,4,1,718,12
Kevin Vogt,de GER,DF,Union Berlin,32-118,1991,1.0,83,19,54,28,1,1,83,0,0,,0,,47,256,175,0,0,0,0,0,60,0
Kevin Volland,de GER,"MF,FW",Union Berlin,31-173,1992,6.5,240,3,35,102,104,22,239,7,3,42.9,4,57.1,129,556,188,5,3,4,18,9,162,51
Aster Vranckx,be BEL,MF,Wolfsburg,21-107,2002,7.8,458,31,128,260,75,4,458,17,12,70.6,5,29.4,230,1032,320,3,4,1,7,8,293,6
Luca Waldschmidt,de GER,"MF,FW",Köln,27-245,1996,9.4,430,9,66,221,150,20,430,31,15,48.4,14,45.2,251,1345,658,26,16,6,15,9,275,42
Wout Weghorst,nl NED,FW,Hoffenheim,31-165,1992,11.7,409,19,43,207,162,38,408,11,3,27.3,7,63.6,227,784,295,9,6,4,25,10,303,51
Julian Weigl,de GER,MF,M'Gladbach,28-133,1995,15.9,904,44,293,537,84,5,903,11,5,45.5,4,36.4,474,2001,965,8,8,1,8,2,550,5
Nelson Weiper,de GER,"FW,MF",Mainz 05,18-308,2005,1.2,46,0,3,16,27,9,46,4,1,25.0,3,75.0,29,134,60,3,1,2,4,0,34,17
Mitchell Weiser,de GER,"DF,FW",Werder Bremen,29-273,1994,16.4,1035,33,261,493,295,35,1035,50,25,50.0,21,42.0,544,2757,1438,39,22,4,31,16,637,98
Noah Weißhaupt,de GER,"DF,MF",Freiburg,22-121,2001,5.9,356,4,61,154,142,19,356,27,5,18.5,14,51.9,229,1824,909,31,22,6,14,4,244,59
Timo Werner,de GER,"FW,MF",RB Leipzig,27-319,1996,2.3,112,0,8,48,57,15,111,10,5,50.0,4,40.0,74,517,241,10,9,5,3,5,90,32
Silvan Widmer,ch SUI,"DF,FW",Mainz 05,30-320,1993,4.9,330,13,81,171,83,10,330,10,2,20.0,6,60.0,116,552,294,13,6,4,3,3,174,30
Patrick Wimmer,at AUT,FW,Wolfsburg,22-234,2001,3.1,133,0,28,62,45,8,133,7,3,42.9,4,57.1,67,414,182,3,1,2,11,1,76,15
Jonas Wind,dk DEN,FW,Wolfsburg,24-346,1999,16.6,493,15,39,239,217,56,492,17,10,58.8,6,35.3,255,948,264,6,7,3,39,14,379,72
Florian Wirtz,de GER,MF,Leverkusen,20-261,2003,14.3,1173,4,76,540,574,74,1173,92,47,51.1,41,44.6,720,4204,2286,76,61,18,45,39,941,147
Maximilian Wittek,de GER,"DF,MF",Bochum,28-151,1995,5.5,362,16,87,187,89,2,362,11,4,36.4,4,36.4,143,637,365,10,4,2,9,2,171,20
Maximilian Wöber,at AUT,DF,M'Gladbach,25-349,1998,14.7,1155,141,566,490,106,14,1155,4,2,50.0,2,50.0,654,3465,1838,23,15,2,2,1,714,17
Marius Wolf,de GER,DF,Dortmund,28-237,1995,7.0,527,13,133,240,157,12,527,15,7,46.7,7,46.7,263,1430,945,24,21,2,11,2,344,51
Nick Woltemade,de GER,"FW,MF",Werder Bremen,21-339,2002,3.0,162,6,16,79,68,9,162,11,6,54.5,3,27.3,111,486,160,5,3,2,17,19,131,26
Jeong Woo-yeong,kr KOR,MF,Stuttgart,24-121,1999,4.2,216,1,20,104,93,13,216,12,0,0.0,9,75.0,139,777,313,9,5,3,9,5,166,29
Granit Xhaka,ch SUI,MF,Leverkusen,31-114,1992,16.7,1896,49,291,1284,329,11,1896,19,11,57.9,6,31.6,1129,5172,2683,33,29,3,15,15,1580,21
Dan-Axel Zagadou,fr FRA,DF,Stuttgart,24-230,1999,14.1,1393,131,637,733,30,14,1393,4,3,75.0,1,25.0,885,4257,2135,2,5,0,5,0,998,2
Robin Zentner,de GER,GK,Mainz 05,29-083,1994,13.0,463,381,452,11,0,0,463,0,0,,0,,249,1463,769,0,0,0,0,0,223,0
Cedric Zesiger,ch SUI,DF,Wolfsburg,25-209,1998,10.4,808,74,383,407,22,7,808,4,3,75.0,0,0.0,476,2498,1399,8,5,0,0,2,548,0
Michael Zetterer,de GER,GK,Werder Bremen,28-191,1995,10.0,437,394,437,0,0,0,437,0,0,,0,,297,1918,954,0,0,0,1,0,244,0
Christoph Zimmermann,de GER,DF,Darmstadt 98,31-007,1993,4.9,254,39,160,90,6,1,254,0,0,,0,,118,574,255,1,0,0,3,1,138,0
Simon Zoller,de GER,"FW,MF",Bochum,32-207,1991,0.5,10,1,1,8,1,0,10,0,0,,0,,2,9,0,0,0,0,1,0,6,0
