Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
Danilo Soares,br BRA,DF,Bochum,32-082,1991,3.9,6,1.54,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Borna Sosa,hr CRO,"FW,DF",Stuttgart,25-363,1998,0.5,5,9.78,3,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Anton Stach,de GER,MF,Hoffenheim,25-065,1998,12.5,35,2.80,24,1,1,4,2,3,3,0.24,1,0,0,0,1,1
Anton Stach,de GER,MF,Mainz 05,25-065,1998,1.9,7,3.71,4,0,1,2,0,0,0,0.00,0,0,0,0,0,0
Jens Stage,dk DEN,MF,Werder Bremen,27-072,1996,15.9,30,1.89,27,0,0,2,1,0,3,0.19,2,0,0,0,1,0
Josip Stanišić,hr CRO,DF,Leverkusen,23-292,2000,3.8,6,1.56,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Niklas Stark,de GER,DF,Werder Bremen,28-280,1995,7.4,6,0.81,5,0,0,0,0,1,1,0.14,1,0,0,0,0,0
Pascal Stenzel,de GER,DF,Stuttgart,27-305,1996,8.9,24,2.70,22,0,1,0,1,0,7,0.79,6,0,1,0,0,0
Leonidas Stergiou,ch SUI,DF,Stuttgart,21-322,2002,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Angelo Stiller,de GER,MF,Hoffenheim,22-290,2001,0.9,5,5.42,3,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Angelo Stiller,de GER,MF,Stuttgart,22-290,2001,14.2,51,3.59,38,11,0,1,0,1,6,0.42,4,1,0,0,0,1
Kevin Stöger,at AUT,MF,Bochum,30-145,1993,14.1,98,6.97,59,25,3,6,4,1,5,0.36,3,2,0,0,0,0
Filip Stojilković,ch SUI,"FW,MF",Darmstadt 98,24-015,2000,1.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Niklas Süle,de GER,DF,Dortmund,28-138,1995,6.9,7,1.02,7,0,0,0,0,0,1,0.15,1,0,0,0,0,0
Mattias Svanberg,se SWE,MF,Wolfsburg,25-014,1999,13.6,42,3.09,25,5,4,3,5,0,8,0.59,6,0,0,1,1,0
Attila Szalai,hu HUN,DF,Hoffenheim,25-364,1998,3.2,6,1.87,5,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Jonathan Tah,de GER,DF,Leverkusen,27-342,1996,14.5,3,0.21,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Edmond Tapsoba,bf BFA,DF,Leverkusen,24-351,1999,13.0,18,1.38,17,0,0,0,1,0,4,0.31,4,0,0,0,0,0
Mathys Tel,fr FRA,"FW,MF",Bayern Munich,18-267,2005,2.6,11,4.27,4,0,3,4,0,0,4,1.55,3,0,1,0,0,0
Nathan Tella,ng NGA,DF,Leverkusen,24-198,1999,0.9,8,9.23,5,0,1,1,1,0,1,1.15,1,0,0,0,0,0
Norman Theuerkauf,de GER,"MF,DF",Heidenheim,36-360,1987,8.6,12,1.40,9,1,0,0,2,0,2,0.23,2,0,0,0,0,0
Jan Thielmann,de GER,"FW,MF",Köln,21-238,2002,5.9,14,2.39,9,0,1,1,3,0,0,0.00,0,0,0,0,0,0
Denis Thomalla,de GER,"MF,FW",Heidenheim,31-156,1992,3.9,8,2.05,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Phillip Tietz,de GER,FW,Augsburg,26-194,1997,12.6,27,2.14,20,0,1,4,2,0,3,0.24,3,0,0,0,0,0
Steffen Tigges,de GER,"FW,MF",Köln,25-172,1998,4.4,9,2.07,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Umut Tohumcu,de GER,MF,Hoffenheim,19-161,2004,2.4,6,2.51,5,0,0,0,1,0,1,0.42,1,0,0,0,0,0
Tiago Tomás,pt POR,"FW,MF",Wolfsburg,21-217,2002,6.7,20,2.99,8,2,6,3,1,0,0,0.00,0,0,0,0,0,0
Fabio Torsiello,it ITA,"FW,DF",Darmstadt 98,18-351,2005,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lucas Tousart,fr FRA,MF,Union Berlin,26-265,1997,3.4,9,2.64,7,0,0,1,0,1,0,0.00,0,0,0,0,0,0
Omar Traoré,de GER,DF,Heidenheim,25-349,1998,12.6,19,1.51,17,1,0,0,1,0,3,0.24,2,0,0,0,1,0
Kevin Trapp,de GER,GK,Eint Frankfurt,33-195,1990,16.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Christopher Trimmel,at AUT,"DF,MF",Union Berlin,36-329,1987,8.4,28,3.35,14,13,0,0,1,0,1,0.12,0,1,0,0,0,0
Tuta,br BRA,DF,Eint Frankfurt,24-199,1999,15.0,13,0.87,10,1,0,2,0,0,2,0.13,2,0,0,0,0,0
Lukas Ullrich,de GER,DF,M'Gladbach,19-309,2004,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sven Ulreich,de GER,GK,Bayern Munich,35-169,1988,8.0,1,0.12,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Deniz Undav,de GER,FW,Stuttgart,27-184,1996,9.7,43,4.44,30,0,6,2,4,1,4,0.41,4,0,0,0,0,0
Dayot Upamecano,fr FRA,DF,Bayern Munich,25-084,1998,12.7,17,1.34,16,0,0,0,1,0,3,0.24,3,0,0,0,0,0
Mark Uth,de GER,"MF,FW",Köln,32-148,1991,2.9,8,2.80,3,2,0,2,1,0,0,0.00,0,0,0,0,0,0
Josha Vagnoman,de GER,"DF,FW",Stuttgart,23-039,2000,3.9,7,1.81,5,0,0,2,0,0,1,0.26,1,0,0,0,0,0
Ruben Vargas,ch SUI,"MF,FW",Augsburg,25-167,1998,8.8,29,3.29,18,6,2,0,3,0,2,0.23,2,0,0,0,0,0
Miloš Veljković,rs SRB,DF,Werder Bremen,28-115,1995,12.2,8,0.66,8,0,0,0,0,0,3,0.25,3,0,0,0,0,0
Oscar Vilhelmsson,se SWE,"FW,MF",Darmstadt 98,20-109,2003,5.4,10,1.84,7,0,0,2,1,0,0,0.00,0,0,0,0,0,0
Kevin Vogt,de GER,DF,Hoffenheim,32-118,1991,14.7,23,1.57,23,0,0,0,0,0,4,0.27,4,0,0,0,0,0
Kevin Vogt,de GER,DF,Union Berlin,32-118,1991,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kevin Volland,de GER,"MF,FW",Union Berlin,31-173,1992,6.5,17,2.62,14,1,0,0,1,1,3,0.46,3,0,0,0,0,0
Aster Vranckx,be BEL,MF,Wolfsburg,21-107,2002,7.8,9,1.15,9,0,0,0,0,0,2,0.25,2,0,0,0,0,0
Luca Waldschmidt,de GER,"MF,FW",Köln,27-245,1996,9.4,30,3.19,18,2,0,6,3,1,2,0.21,0,0,0,1,1,0
Wout Weghorst,nl NED,FW,Hoffenheim,31-165,1992,11.7,27,2.31,25,0,0,0,2,0,2,0.17,2,0,0,0,0,0
Julian Weigl,de GER,MF,M'Gladbach,28-133,1995,15.9,24,1.51,19,1,1,0,1,2,3,0.19,3,0,0,0,0,0
Nelson Weiper,de GER,"FW,MF",Mainz 05,18-308,2005,1.2,3,2.60,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Mitchell Weiser,de GER,"DF,FW",Werder Bremen,29-273,1994,16.4,37,2.26,27,0,3,2,4,1,6,0.37,5,0,0,1,0,0
Noah Weißhaupt,de GER,"DF,MF",Freiburg,22-121,2001,5.9,24,4.05,21,0,0,1,2,0,3,0.51,2,0,0,0,1,0
Timo Werner,de GER,"FW,MF",RB Leipzig,27-319,1996,2.3,8,3.46,7,0,1,0,0,0,1,0.43,0,0,1,0,0,0
Silvan Widmer,ch SUI,"DF,FW",Mainz 05,30-320,1993,4.9,10,2.03,9,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Patrick Wimmer,at AUT,FW,Wolfsburg,22-234,2001,3.1,8,2.57,6,0,0,1,1,0,0,0.00,0,0,0,0,0,0
Jonas Wind,dk DEN,FW,Wolfsburg,24-346,1999,16.6,41,2.47,28,1,1,7,3,1,8,0.48,5,0,1,2,0,0
Florian Wirtz,de GER,MF,Leverkusen,20-261,2003,14.3,84,5.86,68,3,9,2,1,1,14,0.98,11,0,3,0,0,0
Maximilian Wittek,de GER,"DF,MF",Bochum,28-151,1995,5.5,24,4.35,11,10,0,2,1,0,2,0.36,1,0,0,1,0,0
Maximilian Wöber,at AUT,DF,M'Gladbach,25-349,1998,14.7,21,1.43,16,2,0,2,0,1,5,0.34,3,1,0,1,0,0
Marius Wolf,de GER,DF,Dortmund,28-237,1995,7.0,21,3.00,18,1,2,0,0,0,3,0.43,3,0,0,0,0,0
Nick Woltemade,de GER,"FW,MF",Werder Bremen,21-339,2002,3.0,16,5.39,12,0,1,1,2,0,2,0.67,2,0,0,0,0,0
Jeong Woo-yeong,kr KOR,MF,Stuttgart,24-121,1999,4.2,15,3.54,13,1,0,1,0,0,3,0.71,2,0,0,1,0,0
Granit Xhaka,ch SUI,MF,Leverkusen,31-114,1992,16.7,55,3.29,51,0,2,1,1,0,6,0.36,6,0,0,0,0,0
Dan-Axel Zagadou,fr FRA,DF,Stuttgart,24-230,1999,14.1,7,0.49,6,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Robin Zentner,de GER,GK,Mainz 05,29-083,1994,13.0,2,0.15,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Cedric Zesiger,ch SUI,DF,Wolfsburg,25-209,1998,10.4,6,0.58,4,1,0,1,0,0,1,0.10,1,0,0,0,0,0
Michael Zetterer,de GER,GK,Werder Bremen,28-191,1995,10.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Christoph Zimmermann,de GER,DF,Darmstadt 98,31-007,1993,4.9,1,0.20,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Simon Zoller,de GER,"FW,MF",Bochum,32-207,1991,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
