Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Matondo-Merveille Papela,de GER,"MF,DF",Mainz 05,23-001,2001,2.2,0,3,1,33.3,1.34,0.45,0.00,0.00,22.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Leart Paqarada,xk KVX,DF,Köln,29-103,1994,9.6,0,8,4,50.0,0.83,0.42,0.00,0.00,26.1,2,0,0,0.2,0.2,0.03,-0.2,-0.2
Kevin Paredes,us USA,"MF,FW",Wolfsburg,20-257,2003,3.9,1,6,3,50.0,1.54,0.77,0.17,0.33,20.5,0,0,0,0.9,0.9,0.15,+0.1,+0.1
Felix Passlack,de GER,DF,Bochum,25-235,1998,4.8,0,4,0,0.0,0.83,0.00,0.00,,22.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Jiří Pavlenka,cz CZE,GK,Werder Bremen,31-280,1992,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Aleksandar Pavlovic,de GER,MF,Bayern Munich,19-261,2004,3.5,0,4,0,0.0,1.15,0.00,0.00,,19.0,0,0,0,0.3,0.3,0.08,-0.3,-0.3
Mads Pedersen,dk DEN,DF,Augsburg,27-140,1996,12.4,1,7,1,14.3,0.57,0.08,0.14,1.00,20.9,0,0,0,0.3,0.3,0.05,+0.7,+0.7
Jordan Pefok,us USA,FW,M'Gladbach,27-268,1996,5.8,3,14,5,35.7,2.41,0.86,0.21,0.60,12.6,0,0,0,3.1,3.1,0.22,-0.1,-0.1
Jordan Pefok,us USA,FW,Union Berlin,27-268,1996,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Pavao Pervan,at AUT,GK,Wolfsburg,36-067,1987,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jens Petter Hauge,no NOR,"MF,FW",Eint Frankfurt,24-099,1999,1.6,0,1,0,0.0,0.62,0.00,0.00,,17.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Luca Pfeiffer,de GER,"FW,MF",Darmstadt 98,27-152,1996,12.1,1,30,11,36.7,2.48,0.91,0.03,0.09,16.5,0,0,0,2.7,2.7,0.09,-1.7,-1.7
Patric Pfeiffer,de GER,DF,Augsburg,24-152,1999,4.1,0,6,0,0.0,1.46,0.00,0.00,,20.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Maximilian Philipp,de GER,"FW,MF",Freiburg,29-324,1994,2.6,1,6,1,16.7,2.30,0.38,0.17,1.00,12.9,0,0,0,0.4,0.4,0.06,+0.6,+0.6
Florian Pick,de GER,"MF,FW",Heidenheim,28-133,1995,2.4,0,5,0,0.0,2.08,0.00,0.00,,24.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Amos Pieper,de GER,DF,Werder Bremen,26-002,1998,6.0,0,3,0,0.0,0.50,0.00,0.00,,11.8,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Marvin Pieringer,de GER,"FW,MF",Heidenheim,24-107,1999,8.6,2,13,4,30.8,1.50,0.46,0.15,0.50,14.1,0,0,0,1.3,1.3,0.10,+0.7,+0.7
Alassane Pléa,fr FRA,"FW,MF",M'Gladbach,30-315,1993,13.7,7,39,12,30.8,2.84,0.88,0.15,0.50,18.5,0,1,1,5.5,4.7,0.12,+1.5,+1.3
Yussuf Poulsen,dk DEN,FW,RB Leipzig,29-218,1994,9.7,3,22,13,59.1,2.27,1.34,0.14,0.23,11.6,0,0,0,3.7,3.7,0.17,-0.7,-0.7
Grischa Prömel,de GER,MF,Hoffenheim,29-010,1995,14.4,2,15,6,40.0,1.04,0.42,0.13,0.33,13.9,0,0,0,2.7,2.7,0.18,-0.7,-0.7
Gustavo Puerta,co COL,"DF,MF",Leverkusen,20-180,2003,0.3,0,1,0,0.0,3.46,0.00,0.00,,20.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Luca Raimund,de GER,"FW,MF",Stuttgart,18-285,2005,0.3,0,2,0,0.0,6.21,0.00,0.00,,7.2,0,0,0,0.9,0.9,0.55,-0.9,-0.9
Grant Ranos,am ARM,"FW,MF",M'Gladbach,20-183,2003,0.5,0,1,0,0.0,2.14,0.00,0.00,,25.0,0,0,0,0.0,0.0,0.03,0.0,0.0
Nicolai Rapp,de GER,DF,Werder Bremen,27-037,1996,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
David Raum,de GER,DF,RB Leipzig,25-272,1998,16.7,2,12,4,33.3,0.72,0.24,0.17,0.50,20.4,3,0,0,0.7,0.7,0.06,+1.3,+1.3
Rocco Reitz,de GER,MF,M'Gladbach,21-235,2002,13.3,4,15,6,40.0,1.13,0.45,0.27,0.67,15.1,0,0,0,2.1,2.1,0.14,+1.9,+1.9
Marco Reus,de GER,"MF,FW",Dortmund,34-233,1989,10.3,4,20,11,55.0,1.94,1.07,0.20,0.36,12.7,3,0,0,3.9,3.9,0.20,+0.1,+0.1
Elvis Rexhbeçaj,de GER,MF,Augsburg,26-079,1997,16.2,2,19,2,10.5,1.17,0.12,0.05,0.50,25.9,0,1,1,1.4,0.6,0.03,+0.6,+0.4
Gio Reyna,us USA,"MF,FW",Dortmund,21-067,2002,2.6,0,6,2,33.3,2.27,0.76,0.00,0.00,17.0,0,0,0,0.7,0.7,0.12,-0.7,-0.7
Marco Richter,de GER,"FW,MF",Mainz 05,26-056,1997,5.9,1,33,8,24.2,5.58,1.35,0.03,0.13,21.6,4,0,0,1.8,1.8,0.05,-0.8,-0.8
Clemens Riedel,de GER,DF,Darmstadt 98,20-184,2003,5.1,0,7,2,28.6,1.38,0.40,0.00,0.00,20.3,1,0,0,0.3,0.3,0.04,-0.3,-0.3
Manuel Riemann,de GER,GK,Bochum,35-132,1988,17.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Sebastian Rode,de GER,MF,Eint Frankfurt,33-100,1990,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Rogério,br BRA,"DF,MF",Wolfsburg,26-006,1998,6.1,1,3,2,66.7,0.49,0.33,0.33,0.50,11.2,0,0,0,0.3,0.3,0.10,+0.7,+0.7
Merlin Röhl,de GER,"MF,FW",Freiburg,21-198,2002,9.5,1,19,7,36.8,2.01,0.74,0.05,0.14,13.7,0,0,0,1.8,1.8,0.10,-0.8,-0.8
Frank Ronstadt,de GER,"DF,MF",Darmstadt 98,26-182,1997,0.8,0,3,0,0.0,3.55,0.00,0.00,,24.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Anthony Rouault,fr FRA,DF,Stuttgart,22-235,2001,5.6,0,3,1,33.3,0.54,0.18,0.00,0.00,24.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Jérôme Roussillon,fr FRA,DF,Union Berlin,31-013,1993,6.0,0,3,2,66.7,0.50,0.33,0.00,0.00,16.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Fabian Rüdlin,de GER,MF,Freiburg,27-006,1997,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Julian Ryerson,no NOR,DF,Dortmund,26-063,1997,9.9,3,10,4,40.0,1.01,0.40,0.30,0.75,20.5,0,0,0,1.0,1.0,0.10,+2.0,+2.0
Frederik Rønnow,dk DEN,GK,Union Berlin,31-168,1992,16.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Marcel Sabitzer,at AUT,MF,Dortmund,29-308,1994,10.3,2,21,7,33.3,2.04,0.68,0.10,0.29,22.8,2,0,0,1.7,1.7,0.08,+0.3,+0.3
Roland Sallai,hu HUN,"FW,MF",Freiburg,26-242,1997,9.4,2,28,11,39.3,2.97,1.17,0.07,0.18,15.4,0,0,0,4.0,4.0,0.15,-2.0,-2.0
Diadie Samassékou,ml MLI,MF,Hoffenheim,28-008,1996,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jadon Sancho,eng ENG,FW,Dortmund,23-300,2000,0.4,0,1,0,0.0,2.50,0.00,0.00,,11.7,0,0,0,0.1,0.1,0.09,-0.1,-0.1
Leroy Sané,de GER,FW,Bayern Munich,28-008,1996,15.4,8,49,23,46.9,3.18,1.49,0.16,0.35,16.9,5,0,0,8.8,8.8,0.18,-0.8,-0.8
Amin Sarr,se SWE,"FW,MF",Wolfsburg,22-314,2001,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Bouna Sarr,sn SEN,DF,Bayern Munich,31-353,1992,1.2,0,1,1,100.0,0.85,0.85,0.00,0.00,5.0,0,0,0,0.2,0.2,0.22,-0.2,-0.2
Joe Scally,us USA,DF,M'Gladbach,21-019,2002,13.9,1,5,1,20.0,0.36,0.07,0.20,1.00,31.6,0,0,0,0.1,0.1,0.01,+0.9,+0.9
András Schäfer,hu HUN,MF,Union Berlin,24-281,1999,2.1,0,3,0,0.0,1.41,0.00,0.00,,21.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Patrik Schick,cz CZE,FW,Leverkusen,27-360,1996,2.3,3,10,4,40.0,4.37,1.75,0.20,0.50,13.5,0,1,1,2.2,1.4,0.14,+0.8,+0.6
Stefan Schimmer,de GER,"MF,FW",Heidenheim,29-266,1994,0.8,0,2,0,0.0,2.47,0.00,0.00,,11.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Xaver Schlager,at AUT,MF,RB Leipzig,26-113,1997,14.7,0,9,0,0.0,0.61,0.00,0.00,,26.6,0,0,0,0.6,0.6,0.07,-0.6,-0.6
Keven Schlotterbeck,de GER,DF,Bochum,26-266,1997,10.0,1,4,3,75.0,0.40,0.30,0.25,0.33,11.8,0,0,0,0.7,0.7,0.17,+0.3,+0.3
Nico Schlotterbeck,de GER,DF,Dortmund,24-049,1999,15.5,1,17,3,17.6,1.10,0.19,0.06,0.33,15.5,0,0,0,1.1,1.1,0.07,-0.1,-0.1
Romano Schmid,at AUT,MF,Werder Bremen,23-357,2000,13.8,1,20,6,30.0,1.45,0.43,0.05,0.17,20.8,0,0,0,2.7,2.7,0.14,-1.7,-1.7
Kenneth Schmidt,de GER,DF,Freiburg,21-230,2002,0.8,0,1,0,0.0,1.32,0.00,0.00,,29.0,0,0,0,0.0,0.0,0.02,0.0,0.0
Benno Schmitz,de GER,DF,Köln,29-063,1994,6.0,0,3,2,66.7,0.50,0.34,0.00,0.00,23.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Fabian Schnellhardt,de GER,MF,Darmstadt 98,30-007,1994,2.3,0,5,2,40.0,2.16,0.87,0.00,0.00,27.1,1,0,0,0.2,0.2,0.04,-0.2,-0.2
Jan Schöppner,de GER,MF,Heidenheim,24-221,1999,7.0,2,9,2,22.2,1.29,0.29,0.22,1.00,16.4,0,0,0,0.8,0.8,0.09,+1.2,+1.2
Marcel Schuhen,de GER,GK,Darmstadt 98,31-006,1993,16.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Marvin Schwäbe,de GER,GK,Köln,28-269,1995,17.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Nicolas Seiwald,at AUT,MF,RB Leipzig,22-260,2001,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Davie Selke,de GER,FW,Köln,28-364,1995,12.0,5,30,10,33.3,2.49,0.83,0.17,0.50,11.1,0,0,0,4.0,4.0,0.13,+1.0,+1.0
Benjamin Šeško,si SVN,FW,RB Leipzig,20-233,2003,4.6,3,15,7,46.7,3.24,1.51,0.20,0.43,13.4,0,0,0,2.2,2.2,0.14,+0.8,+0.8
Kevin Sessa,de GER,"MF,FW",Heidenheim,23-197,2000,2.9,0,7,0,0.0,2.40,0.00,0.00,,17.6,0,0,0,0.8,0.8,0.11,-0.8,-0.8
Aaron Seydel,de GER,FW,Darmstadt 98,27-346,1996,2.9,0,4,2,50.0,1.40,0.70,0.00,0.00,11.4,0,0,0,0.4,0.4,0.09,-0.4,-0.4
Tim Siersleben,de GER,DF,Heidenheim,23-316,2000,9.0,0,3,0,0.0,0.33,0.00,0.00,,28.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Kiliann Sildillia,fr FRA,DF,Freiburg,21-248,2002,12.5,0,4,1,25.0,0.32,0.08,0.00,0.00,20.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Mohamed Simakan,fr FRA,DF,RB Leipzig,23-261,2000,15.7,1,16,4,25.0,1.02,0.25,0.06,0.25,9.3,0,0,0,2.4,2.4,0.15,-1.4,-1.4
Xavi Simons,nl NED,MF,RB Leipzig,20-273,2003,15.1,4,41,16,39.0,2.72,1.06,0.10,0.25,21.2,2,0,1,4.0,3.2,0.08,0.0,+0.8
Tim Skarke,de GER,"FW,MF",Darmstadt 98,27-134,1996,13.0,6,41,13,31.7,3.15,1.00,0.15,0.46,20.4,0,0,0,1.8,1.8,0.04,+4.2,+4.2
Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,28-254,1995,13.3,2,12,7,58.3,0.90,0.53,0.17,0.29,13.4,0,0,0,1.9,1.9,0.16,+0.1,+0.1
Robert Skov,dk DEN,"DF,FW",Hoffenheim,27-244,1996,9.3,3,22,7,31.8,2.37,0.75,0.14,0.43,20.0,5,0,0,1.1,1.1,0.05,+1.9,+1.9
Hrvoje Smolčić,hr CRO,DF,Eint Frankfurt,23-155,2000,2.8,1,3,1,33.3,1.09,0.36,0.33,1.00,15.5,0,0,0,1.0,1.0,0.34,0.0,0.0
Danilo Soares,br BRA,DF,Bochum,32-082,1991,3.9,0,3,0,0.0,0.77,0.00,0.00,,28.4,0,0,0,0.0,0.0,0.01,0.0,0.0
Borna Sosa,hr CRO,"FW,DF",Stuttgart,25-363,1998,0.5,0,1,0,0.0,1.96,0.00,0.00,,24.2,0,0,0,0.0,0.0,0.03,0.0,0.0
Anton Stach,de GER,MF,Hoffenheim,25-065,1998,12.5,1,17,5,29.4,1.36,0.40,0.06,0.20,23.8,0,0,0,0.8,0.8,0.05,+0.2,+0.2
Anton Stach,de GER,MF,Mainz 05,25-065,1998,1.9,0,2,1,50.0,1.06,0.53,0.00,0.00,12.8,0,0,0,0.2,0.2,0.09,-0.2,-0.2
Jens Stage,dk DEN,MF,Werder Bremen,27-072,1996,15.9,2,26,5,19.2,1.63,0.31,0.08,0.40,16.4,0,0,0,2.6,2.6,0.10,-0.6,-0.6
Josip Stanišić,hr CRO,DF,Leverkusen,23-292,2000,3.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Niklas Stark,de GER,DF,Werder Bremen,28-280,1995,7.4,2,4,2,50.0,0.54,0.27,0.50,1.00,13.1,0,0,0,0.2,0.2,0.05,+1.8,+1.8
Pascal Stenzel,de GER,DF,Stuttgart,27-305,1996,8.9,0,10,4,40.0,1.12,0.45,0.00,0.00,29.0,1,0,0,0.2,0.2,0.02,-0.2,-0.2
Leonidas Stergiou,ch SUI,DF,Stuttgart,21-322,2002,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Angelo Stiller,de GER,MF,Hoffenheim,22-290,2001,0.9,0,2,1,50.0,2.14,1.07,0.00,0.00,21.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Angelo Stiller,de GER,MF,Stuttgart,22-290,2001,14.2,0,9,2,22.2,0.63,0.14,0.00,0.00,24.9,2,0,0,0.5,0.5,0.06,-0.5,-0.5
Kevin Stöger,at AUT,MF,Bochum,30-145,1993,14.1,4,38,10,26.3,2.70,0.71,0.03,0.10,26.2,4,3,3,3.7,1.4,0.04,+0.3,-0.4
Filip Stojilković,ch SUI,"FW,MF",Darmstadt 98,24-015,2000,1.7,0,4,1,25.0,2.34,0.58,0.00,0.00,20.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Niklas Süle,de GER,DF,Dortmund,28-138,1995,6.9,1,6,1,16.7,0.87,0.15,0.17,1.00,17.7,0,0,0,0.3,0.3,0.05,+0.7,+0.7
Mattias Svanberg,se SWE,MF,Wolfsburg,25-014,1999,13.6,1,30,8,26.7,2.21,0.59,0.03,0.13,22.0,4,0,0,2.1,2.1,0.07,-1.1,-1.1
Attila Szalai,hu HUN,DF,Hoffenheim,25-364,1998,3.2,0,1,1,100.0,0.31,0.31,0.00,0.00,39.5,0,0,0,0.0,0.0,0.01,0.0,0.0
Jonathan Tah,de GER,DF,Leverkusen,27-342,1996,14.5,3,11,5,45.5,0.76,0.34,0.27,0.60,10.7,0,0,0,1.2,1.2,0.11,+1.8,+1.8
Edmond Tapsoba,bf BFA,DF,Leverkusen,24-351,1999,13.0,0,5,1,20.0,0.38,0.08,0.00,0.00,11.4,0,0,0,0.6,0.6,0.13,-0.6,-0.6
Mathys Tel,fr FRA,"FW,MF",Bayern Munich,18-267,2005,2.6,3,13,6,46.2,5.06,2.34,0.23,0.50,17.8,0,0,0,0.7,0.7,0.06,+2.3,+2.3
Nathan Tella,ng NGA,DF,Leverkusen,24-198,1999,0.9,1,3,2,66.7,3.42,2.28,0.33,0.50,19.2,0,0,0,0.1,0.1,0.05,+0.9,+0.9
Norman Theuerkauf,de GER,"MF,DF",Heidenheim,36-360,1987,8.6,0,5,2,40.0,0.58,0.23,0.00,0.00,19.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Jan Thielmann,de GER,"FW,MF",Köln,21-238,2002,5.9,0,12,6,50.0,2.05,1.02,0.00,0.00,18.9,0,0,0,0.7,0.7,0.06,-0.7,-0.7
Denis Thomalla,de GER,"MF,FW",Heidenheim,31-156,1992,3.9,0,3,0,0.0,0.76,0.00,0.00,,10.6,0,0,0,0.3,0.3,0.09,-0.3,-0.3
Phillip Tietz,de GER,FW,Augsburg,26-194,1997,12.6,3,31,10,32.3,2.46,0.79,0.10,0.30,13.2,1,0,0,5.2,5.2,0.17,-2.2,-2.2
Steffen Tigges,de GER,"FW,MF",Köln,25-172,1998,4.4,0,7,3,42.9,1.61,0.69,0.00,0.00,13.5,0,0,0,0.5,0.5,0.06,-0.5,-0.5
Umut Tohumcu,de GER,MF,Hoffenheim,19-161,2004,2.4,0,4,1,25.0,1.67,0.42,0.00,0.00,20.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Tiago Tomás,pt POR,"FW,MF",Wolfsburg,21-217,2002,6.7,1,17,7,41.2,2.54,1.04,0.06,0.14,14.4,0,0,0,1.9,1.9,0.11,-0.9,-0.9
Fabio Torsiello,it ITA,"FW,DF",Darmstadt 98,18-351,2005,0.3,0,2,0,0.0,6.00,0.00,0.00,,18.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Lucas Tousart,fr FRA,MF,Union Berlin,26-265,1997,3.4,0,5,1,20.0,1.47,0.29,0.00,0.00,23.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Omar Traoré,de GER,DF,Heidenheim,25-349,1998,12.6,0,4,1,25.0,0.32,0.08,0.00,0.00,27.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Kevin Trapp,de GER,GK,Eint Frankfurt,33-195,1990,16.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Christopher Trimmel,at AUT,"DF,MF",Union Berlin,36-329,1987,8.4,0,3,3,100.0,0.36,0.36,0.00,0.00,20.1,0,0,0,0.4,0.4,0.13,-0.4,-0.4
Tuta,br BRA,DF,Eint Frankfurt,24-199,1999,15.0,0,7,1,14.3,0.47,0.07,0.00,0.00,12.1,0,0,0,0.4,0.4,0.06,-0.4,-0.4
Lukas Ullrich,de GER,DF,M'Gladbach,19-309,2004,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Sven Ulreich,de GER,GK,Bayern Munich,35-169,1988,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Deniz Undav,de GER,FW,Stuttgart,27-184,1996,9.7,9,45,23,51.1,4.66,2.38,0.20,0.39,16.7,0,0,1,8.4,7.6,0.17,+0.6,+1.4
Dayot Upamecano,fr FRA,DF,Bayern Munich,25-084,1998,12.7,1,8,2,25.0,0.63,0.16,0.13,0.50,11.4,0,0,0,0.9,0.9,0.11,+0.1,+0.1
Mark Uth,de GER,"MF,FW",Köln,32-148,1991,2.9,0,5,1,20.0,1.74,0.35,0.00,0.00,13.0,1,0,0,1.2,1.2,0.23,-1.2,-1.2
Josha Vagnoman,de GER,"DF,FW",Stuttgart,23-039,2000,3.9,1,6,2,33.3,1.54,0.51,0.17,0.50,16.4,0,0,0,0.7,0.7,0.11,+0.3,+0.3
Ruben Vargas,ch SUI,"MF,FW",Augsburg,25-167,1998,8.8,1,16,4,25.0,1.81,0.45,0.06,0.25,16.8,0,0,0,1.1,1.1,0.07,-0.1,-0.1
Miloš Veljković,rs SRB,DF,Werder Bremen,28-115,1995,12.2,1,4,2,50.0,0.33,0.16,0.25,0.50,20.3,0,0,0,0.9,0.9,0.22,+0.1,+0.1
Oscar Vilhelmsson,se SWE,"FW,MF",Darmstadt 98,20-109,2003,5.4,1,10,3,30.0,1.84,0.55,0.10,0.33,16.0,0,0,0,0.8,0.8,0.08,+0.2,+0.2
Kevin Vogt,de GER,DF,Hoffenheim,32-118,1991,14.7,0,2,1,50.0,0.14,0.07,0.00,0.00,18.8,0,0,0,0.7,0.7,0.34,-0.7,-0.7
Kevin Vogt,de GER,DF,Union Berlin,32-118,1991,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Kevin Volland,de GER,"MF,FW",Union Berlin,31-173,1992,6.5,2,13,4,30.8,2.00,0.62,0.08,0.25,19.9,0,1,1,1.9,1.1,0.09,+0.1,-0.1
Aster Vranckx,be BEL,MF,Wolfsburg,21-107,2002,7.8,0,2,1,50.0,0.25,0.13,0.00,0.00,26.5,0,0,0,0.0,0.0,0.02,0.0,0.0
Luca Waldschmidt,de GER,"MF,FW",Köln,27-245,1996,9.4,2,33,11,33.3,3.50,1.17,0.06,0.18,21.9,2,0,0,1.7,1.7,0.05,+0.3,+0.3
Wout Weghorst,nl NED,FW,Hoffenheim,31-165,1992,11.7,4,15,7,46.7,1.29,0.60,0.20,0.43,12.4,0,1,1,3.8,3.0,0.20,+0.2,0.0
Julian Weigl,de GER,MF,M'Gladbach,28-133,1995,15.9,1,7,1,14.3,0.44,0.06,0.00,0.00,25.3,1,1,1,1.2,0.4,0.05,-0.2,-0.4
Nelson Weiper,de GER,"FW,MF",Mainz 05,18-308,2005,1.2,0,1,0,0.0,0.87,0.00,0.00,,11.5,0,0,0,0.0,0.0,0.05,0.0,0.0
Mitchell Weiser,de GER,"DF,FW",Werder Bremen,29-273,1994,16.4,1,20,4,20.0,1.22,0.24,0.05,0.25,16.2,0,0,0,1.2,1.2,0.06,-0.2,-0.2
Noah Weißhaupt,de GER,"DF,MF",Freiburg,22-121,2001,5.9,1,3,1,33.3,0.51,0.17,0.33,1.00,13.9,0,0,0,0.4,0.4,0.14,+0.6,+0.6
Timo Werner,de GER,"FW,MF",RB Leipzig,27-319,1996,2.3,2,8,5,62.5,3.48,2.17,0.13,0.20,17.8,0,1,1,2.4,1.6,0.20,-0.4,-0.6
Silvan Widmer,ch SUI,"DF,FW",Mainz 05,30-320,1993,4.9,1,2,1,50.0,0.41,0.20,0.50,1.00,10.4,0,0,0,0.1,0.1,0.06,+0.9,+0.9
Patrick Wimmer,at AUT,FW,Wolfsburg,22-234,2001,3.1,0,2,0,0.0,0.64,0.00,0.00,,16.2,0,0,0,0.3,0.3,0.13,-0.3,-0.3
Jonas Wind,dk DEN,FW,Wolfsburg,24-346,1999,16.6,9,40,21,52.5,2.41,1.27,0.23,0.43,15.2,0,0,1,6.5,5.6,0.15,+2.5,+3.4
Florian Wirtz,de GER,MF,Leverkusen,20-261,2003,14.3,5,34,17,50.0,2.37,1.19,0.15,0.29,18.2,0,0,0,4.0,4.0,0.12,+1.0,+1.0
Maximilian Wittek,de GER,"DF,MF",Bochum,28-151,1995,5.5,0,14,3,21.4,2.54,0.54,0.00,0.00,30.7,1,0,0,0.3,0.3,0.02,-0.3,-0.3
Maximilian Wöber,at AUT,DF,M'Gladbach,25-349,1998,14.7,1,9,2,22.2,0.61,0.14,0.11,0.50,12.3,0,0,0,0.8,0.8,0.09,+0.2,+0.2
Marius Wolf,de GER,DF,Dortmund,28-237,1995,7.0,0,3,0,0.0,0.43,0.00,0.00,,11.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Nick Woltemade,de GER,"FW,MF",Werder Bremen,21-339,2002,3.0,0,3,1,33.3,1.01,0.34,0.00,0.00,17.4,0,0,0,0.7,0.7,0.22,-0.7,-0.7
Jeong Woo-yeong,kr KOR,MF,Stuttgart,24-121,1999,4.2,0,7,3,42.9,1.66,0.71,0.00,0.00,17.6,0,0,0,0.8,0.8,0.12,-0.8,-0.8
Granit Xhaka,ch SUI,MF,Leverkusen,31-114,1992,16.7,0,21,4,19.0,1.26,0.24,0.00,0.00,25.5,0,0,0,0.9,0.9,0.04,-0.9,-0.9
Dan-Axel Zagadou,fr FRA,DF,Stuttgart,24-230,1999,14.1,1,10,2,20.0,0.71,0.14,0.10,0.50,11.2,0,0,0,0.9,0.9,0.09,+0.1,+0.1
Robin Zentner,de GER,GK,Mainz 05,29-083,1994,13.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Cedric Zesiger,ch SUI,DF,Wolfsburg,25-209,1998,10.4,0,8,1,12.5,0.77,0.10,0.00,0.00,19.2,0,0,0,0.9,0.9,0.11,-0.9,-0.9
Michael Zetterer,de GER,GK,Werder Bremen,28-191,1995,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Christoph Zimmermann,de GER,DF,Darmstadt 98,31-007,1993,4.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Simon Zoller,de GER,"FW,MF",Bochum,32-207,1991,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
