Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,24,1997,16.1,13,0.81,12,0,0,1,0,0,1,0.06,1,0,0,0,0,0
Kiko Femenía,es ESP,DF,Villarreal,es La Liga,31,1991,12.6,24,1.90,23,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,17,2004,10.6,22,2.08,15,0,1,6,0,0,2,0.19,2,0,0,0,0,0
Lewis Ferguson,sct SCO,"MF,FW",Bologna,it Serie A,22,1999,25.7,62,2.41,45,1,1,8,6,1,5,0.19,4,0,0,1,0,0
Bruno Fernandes,pt POR,"MF,FW",Manchester Utd,eng Premier League,27,1994,36.8,219,5.94,164,26,8,12,9,0,18,0.49,16,0,0,1,1,0
Edimilson Fernandes,ch SUI,DF,Mainz 05,de Bundesliga,26,1996,27.1,36,1.33,18,13,2,2,1,0,5,0.18,1,3,0,1,0,0
Aitor Fernández,es ESP,GK,Osasuna,es La Liga,31,1991,21.0,4,0.19,2,2,0,0,0,0,1,0.05,1,0,0,0,0,0
Álex Fernández,es ESP,"MF,FW",Cádiz,es La Liga,29,1992,17.5,39,2.23,27,10,1,0,1,0,1,0.06,1,0,0,0,0,0
Álvaro Fernández,es ESP,GK,Espanyol,es La Liga,24,1998,11.0,1,0.09,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Carlos Fernández,es ESP,FW,Real Sociedad,es La Liga,26,1996,7.0,16,2.27,12,0,1,1,2,0,1,0.14,1,0,0,0,0,0
Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,21,2001,17.2,59,3.43,49,6,0,2,2,0,6,0.35,6,0,0,0,0,0
Federico Fernández,ar ARG,DF,Elche,es La Liga,33,1989,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Joaquín Fernández,es ESP,DF,Valladolid,es La Liga,26,1996,24.0,14,0.58,12,0,0,1,0,1,0,0.00,0,0,0,0,0,0
Fernando,es ESP,GK,Almería,es La Liga,32,1990,36.5,4,0.11,1,3,0,0,0,0,0,0.00,0,0,0,0,0,0
Fernando,br BRA,"MF,DF",Sevilla,es La Liga,35,1987,17.5,20,1.14,18,0,0,0,0,2,1,0.06,1,0,0,0,0,0
Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,28,1994,9.6,4,0.41,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Alex Ferrari,it ITA,DF,Cremonese,it Serie A,28,1994,11.2,6,0.54,4,0,1,0,1,0,0,0.00,0,0,0,0,0,0
Salvador Ferrer,es ESP,DF,Spezia,it Serie A,24,1998,1.5,2,1.33,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,30,1992,30.4,71,2.33,65,1,2,1,2,0,7,0.23,6,1,0,0,0,0
Fidel,es ESP,"MF,FW",Elche,es La Liga,32,1989,19.0,66,3.46,46,11,4,1,4,0,4,0.21,4,0,0,0,0,0
Karol Fila,pl POL,DF,Strasbourg,fr Ligue 1,24,1998,0.5,3,5.63,2,1,0,0,0,0,1,1.87,1,0,0,0,0,0
Vincenzo Fiorillo,it ITA,GK,Salernitana,it Serie A,32,1990,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Roberto Firmino,br BRA,"FW,MF",Liverpool,eng Premier League,30,1991,13.5,46,3.41,36,0,4,6,0,0,7,0.52,4,0,1,2,0,0
Junior Firpo,es ESP,DF,Leeds United,eng Premier League,25,1996,15.2,21,1.38,15,2,0,0,3,1,2,0.13,2,0,0,0,0,0
Kilian Fischer,de GER,"DF,FW",Wolfsburg,de Bundesliga,21,2000,5.6,7,1.26,5,0,1,0,1,0,1,0.18,0,0,0,0,1,0
Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,29,1993,34.0,10,0.29,6,4,0,0,0,0,1,0.03,0,1,0,0,0,0
Florian Flick,de GER,MF,Schalke 04,de Bundesliga,22,2000,5.7,7,1.23,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Alexis Flips,fr FRA,"FW,MF",Reims,fr Ligue 1,22,2000,22.0,95,4.32,69,13,1,7,1,4,11,0.50,10,0,0,1,0,0
Alessandro Florenzi,it ITA,DF,Milan,it Serie A,31,1991,2.3,9,4.01,4,3,0,1,1,0,0,0.00,0,0,0,0,0,0
Phil Foden,eng ENG,FW,Manchester City,eng Premier League,22,2000,20.5,99,4.83,76,9,6,5,3,0,14,0.68,10,0,3,0,1,0
Seko Fofana,ci CIV,MF,Lens,fr Ligue 1,27,1995,34.1,94,2.75,78,0,7,2,5,2,13,0.38,10,0,2,0,1,0
Wesley Fofana,fr FRA,DF,Leicester City,eng Premier League,21,2000,2.0,2,1.00,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Wesley Fofana,fr FRA,DF,Chelsea,eng Premier League,21,2000,13.1,13,0.99,13,0,0,0,0,0,2,0.15,2,0,0,0,0,0
Yahia Fofana,fr FRA,GK,Angers,fr Ligue 1,21,2000,11.0,2,0.18,2,0,0,0,0,0,1,0.09,1,0,0,0,0,0
Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,23,1999,34.3,78,2.27,68,0,6,0,2,2,11,0.32,9,0,0,0,1,1
Thomas Foket,be BEL,DF,Reims,fr Ligue 1,27,1994,22.0,39,1.78,37,0,0,0,1,1,2,0.09,2,0,0,0,0,0
José Fonte,pt POR,DF,Lille,fr Ligue 1,38,1983,28.8,16,0.56,13,0,0,2,1,0,2,0.07,1,0,0,1,0,0
Pablo Fornals,es ESP,"FW,MF",West Ham,eng Premier League,26,1996,16.7,57,3.41,48,4,1,3,0,1,3,0.18,2,0,1,0,0,0
Emil Forsberg,se SWE,"MF,FW",RB Leipzig,de Bundesliga,30,1991,16.5,39,2.37,28,3,0,4,3,1,7,0.43,5,1,0,0,0,1
Adam Forshaw,eng ENG,MF,Leeds United,eng Premier League,30,1991,5.3,16,3.00,10,6,0,0,0,0,0,0.00,0,0,0,0,0,0
Fraser Forster,eng ENG,GK,Tottenham,eng Premier League,34,1988,13.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Philipp Förster,de GER,MF,Bochum,de Bundesliga,27,1995,14.5,44,3.03,25,15,1,1,2,0,8,0.55,3,4,0,0,1,0
Steven Fortes,cv CPV,DF,Lens,fr Ligue 1,30,1992,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Timothy Fosu-Mensah,nl NED,DF,Leverkusen,de Bundesliga,24,1998,2.1,5,2.36,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,29,1993,19.3,29,1.50,25,1,0,2,0,1,2,0.10,2,0,0,0,0,0
Juan Foyth,ar ARG,DF,Villarreal,es La Liga,24,1998,21.8,29,1.33,28,1,0,0,0,0,2,0.09,2,0,0,0,0,0
Raphael Framberger,de GER,"DF,FW",Augsburg,de Bundesliga,26,1995,2.0,1,0.51,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Tyrese Francois,au AUS,FW,Fulham,eng Premier League,22,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Bartol Franjić,hr CRO,MF,Wolfsburg,de Bundesliga,22,2000,2.5,3,1.19,2,0,1,0,0,0,2,0.79,1,0,1,0,0,0
Przemysław Frankowski,pl POL,"DF,MF",Lens,fr Ligue 1,27,1995,31.5,123,3.91,69,44,3,3,2,2,12,0.38,8,4,0,0,0,0
Ryan Fraser,sct SCO,FW,Newcastle Utd,eng Premier League,28,1994,3.5,8,2.30,6,1,0,1,0,0,0,0.00,0,0,0,0,0,0
Davide Frattesi,it ITA,MF,Sassuolo,it Serie A,22,1999,31.9,79,2.47,60,0,7,5,5,2,4,0.13,4,0,0,0,0,0
Oscar Fraulo,dk DEN,"FW,MF",M'Gladbach,de Bundesliga,18,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Fred,br BRA,MF,Manchester Utd,eng Premier League,29,1993,13.9,59,4.25,49,0,1,4,3,2,4,0.29,3,0,0,1,0,0
Ryan Fredericks,eng ENG,DF,Bournemouth,eng Premier League,29,1992,5.9,5,0.84,4,0,1,0,0,0,1,0.17,1,0,0,0,0,0
Iván Fresneda,es ESP,DF,Valladolid,es La Liga,17,2004,19.4,39,1.98,33,4,0,0,1,1,3,0.15,1,1,0,0,1,0
Remo Freuler,ch SUI,MF,Nott'ham Forest,eng Premier League,30,1992,24.0,29,1.21,27,1,0,1,0,0,0,0.00,0,0,0,0,0,0
Michael Frey,ch SUI,FW,Schalke 04,de Bundesliga,28,1994,9.6,15,1.55,13,0,0,2,0,0,4,0.41,4,0,0,0,0,0
Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,24,1998,28.8,24,0.83,20,3,1,0,0,0,1,0.03,1,0,0,0,0,0
Marvin Friedrich,de GER,DF,M'Gladbach,de Bundesliga,26,1995,13.9,10,0.72,9,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Jeremie Frimpong,nl NED,"DF,MF",Leverkusen,de Bundesliga,21,2000,30.1,103,3.42,65,2,20,6,10,0,16,0.53,9,0,5,0,2,0
Chris Führich,de GER,"FW,MF",Stuttgart,de Bundesliga,24,1998,20.9,79,3.77,52,11,7,6,3,0,9,0.43,7,2,0,0,0,0
Angelo Fulgini,fr FRA,"MF,FW",Lens,fr Ligue 1,25,1996,9.5,45,4.72,23,17,2,2,1,0,4,0.42,3,1,0,0,0,0
Angelo Fulgini,fr FRA,MF,Mainz 05,de Bundesliga,25,1996,5.8,18,3.09,17,0,0,0,1,0,1,0.17,1,0,0,0,0,0
Niclas Füllkrug,de GER,FW,Werder Bremen,de Bundesliga,29,1993,27.5,74,2.69,54,0,3,8,9,0,10,0.36,8,0,0,1,1,0
Matteo Gabbia,it ITA,DF,Milan,it Serie A,22,1999,6.8,4,0.59,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Manolo Gabbiadini,it ITA,"FW,MF",Sampdoria,it Serie A,30,1991,26.2,62,2.36,39,1,3,8,9,2,4,0.15,2,0,0,0,1,1
Gianluca Gaetano,it ITA,MF,Napoli,it Serie A,22,2000,0.8,5,6.62,4,0,0,1,0,0,1,1.32,1,0,0,0,0,0
Roberto Gagliardini,it ITA,MF,Inter,it Serie A,28,1994,8.7,19,2.18,17,0,0,1,1,0,1,0.11,0,0,0,1,0,0
Adolfo Gaich,ar ARG,FW,Hellas Verona,it Serie A,23,1999,8.1,19,2.36,14,0,2,0,2,1,1,0.12,0,0,0,0,1,0
Cody Gakpo,nl NED,"FW,MF",Liverpool,eng Premier League,23,1999,16.2,49,3.02,37,0,3,4,3,2,6,0.37,5,0,0,0,1,0
Javi Galán,es ESP,DF,Celta Vigo,es La Liga,27,1994,35.1,93,2.65,70,14,4,1,2,2,4,0.11,3,0,0,0,0,1
Iñigo Ruiz de Galarreta,es ESP,MF,Mallorca,es La Liga,28,1993,27.2,46,1.69,33,9,1,0,3,0,5,0.18,2,2,1,0,0,0
Pablo Galdames Millán,cl CHI,MF,Cremonese,it Serie A,25,1996,8.2,16,1.96,10,6,0,0,0,0,2,0.24,1,1,0,0,0,0
Conor Gallagher,eng ENG,MF,Chelsea,eng Premier League,22,2000,18.0,47,2.61,34,4,4,2,2,1,3,0.17,2,0,1,0,0,0
Antonino Gallo,it ITA,DF,Lecce,it Serie A,22,2000,27.6,64,2.32,50,9,3,1,1,0,1,0.04,1,0,0,0,0,0
Gauthier Gallon,fr FRA,GK,Troyes,fr Ligue 1,29,1993,29.6,2,0.07,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Cristian Gamboa,cr CRC,DF,Bochum,de Bundesliga,32,1989,16.4,28,1.71,20,6,1,0,0,1,2,0.12,0,2,0,0,0,0
Kévin Gameiro,fr FRA,FW,Strasbourg,fr Ligue 1,35,1987,23.3,58,2.49,44,0,1,9,4,0,3,0.13,0,0,0,2,1,0
Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,32,1989,28.6,51,1.78,36,0,1,2,7,5,3,0.10,2,0,0,0,0,1
Ignatius Ganago,cm CMR,"FW,MF",Nantes,fr Ligue 1,23,1999,16.9,29,1.72,17,0,0,5,6,1,7,0.41,4,0,0,1,1,1
Ignatius Ganago,cm CMR,FW,Lens,fr Ligue 1,23,1999,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Silvère Ganvoula M'Boussy,cg CGO,"FW,MF",Bochum,de Bundesliga,26,1996,2.7,11,3.99,9,0,1,1,0,0,0,0.00,0,0,0,0,0,0
Aleix García,es ESP,MF,Girona,es La Liga,25,1997,26.0,125,4.82,69,47,3,3,0,3,16,0.62,10,3,1,0,0,2
Álvaro García,es ESP,"FW,MF",Rayo Vallecano,es La Liga,29,1992,31.9,95,2.98,70,2,6,6,7,4,14,0.44,9,0,2,0,3,0
Borja García,es ESP,"MF,FW",Girona,es La Liga,31,1990,7.5,17,2.26,12,1,2,1,1,0,2,0.27,2,0,0,0,0,0
Carlos García,es ESP,DF,Cádiz,es La Liga,22,2000,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Dani García,es ESP,MF,Athletic Club,es La Liga,32,1990,16.5,23,1.39,20,0,0,0,1,2,4,0.24,4,0,0,0,0,0
David García,es ESP,DF,Osasuna,es La Liga,28,1994,29.8,19,0.64,19,0,0,0,0,0,2,0.07,2,0,0,0,0,0
Eric García,es ESP,"DF,MF",Barcelona,es La Liga,21,2001,15.7,10,0.63,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Fran Garcia,es ESP,DF,Rayo Vallecano,es La Liga,22,1999,37.9,71,1.88,55,6,3,1,2,4,9,0.24,6,1,1,0,1,0
Joan García,es ESP,GK,Espanyol,es La Liga,21,2001,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Raúl García,es ESP,"FW,MF",Athletic Club,es La Liga,36,1986,10.7,33,3.07,18,0,2,10,1,2,7,0.65,5,0,1,1,0,0
Rubén García,es ESP,"FW,MF",Osasuna,es La Liga,29,1993,12.9,54,4.20,29,20,1,2,2,0,4,0.31,2,2,0,0,0,0
Unai García,es ESP,DF,Osasuna,es La Liga,30,1992,19.0,6,0.32,5,0,0,0,0,1,1,0.05,1,0,0,0,0,0
Alejandro Garnacho,ar ARG,"FW,MF",Manchester Utd,eng Premier League,18,2004,6.3,22,3.48,17,0,3,1,1,0,6,0.95,5,0,1,0,0,0
James Garner,eng ENG,"MF,DF",Everton,eng Premier League,21,2001,8.9,19,2.13,13,3,1,1,1,0,2,0.22,2,0,0,0,0,0
Felix Garreta,es ESP,DF,Betis,es La Liga,18,2004,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Aleix Garrido,es ESP,FW,Barcelona,es La Liga,18,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sékou Gassama,sn SEN,FW,Valladolid,es La Liga,27,1995,0.4,1,2.57,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Johan Gastien,fr FRA,MF,Clermont Foot,fr Ligue 1,34,1988,28.9,69,2.39,44,21,0,2,1,1,9,0.31,5,4,0,0,0,0
Federico Gatti,it ITA,DF,Juventus,it Serie A,24,1998,16.1,19,1.18,17,0,0,1,1,0,0,0.00,0,0,0,0,0,0
Gavi,es ESP,"MF,FW",Barcelona,es La Liga,17,2004,28.1,72,2.56,59,0,3,4,3,3,7,0.25,6,0,1,0,0,0
Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,30,1992,28.0,2,0.07,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
David de Gea,es ESP,GK,Manchester Utd,eng Premier League,31,1990,38.0,5,0.13,3,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Dario Gebuhr,de GER,DF,Eint Frankfurt,de Bundesliga,19,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Dennis Geiger,de GER,MF,Hoffenheim,de Bundesliga,24,1998,21.7,57,2.63,38,14,2,1,0,2,7,0.32,6,1,0,0,0,0
Joe Gelhardt,eng ENG,FW,Leeds United,eng Premier League,20,2002,2.4,4,1.70,4,0,0,0,0,0,2,0.85,2,0,0,0,0,0
Valentin Gendrey,fr FRA,DF,Lecce,it Serie A,22,2000,34.5,49,1.42,37,5,1,0,4,2,4,0.12,2,0,0,0,2,0
Denis Genreau,au AUS,MF,Toulouse,fr Ligue 1,23,1999,7.3,18,2.46,15,0,0,1,0,2,2,0.27,2,0,0,0,0,0
Yannick Gerhardt,de GER,MF,Wolfsburg,de Bundesliga,28,1994,20.7,45,2.17,36,0,0,3,5,1,8,0.39,7,0,0,0,1,0
Valère Germain,fr FRA,"FW,MF",Montpellier,fr Ligue 1,32,1990,7.6,14,1.83,11,0,0,2,1,0,3,0.39,1,0,0,1,1,0
Gerson,br BRA,MF,Marseille,fr Ligue 1,25,1997,4.6,12,2.60,9,0,1,0,2,0,1,0.22,1,0,0,0,0,0
Ismaël Gharbi,es ESP,"MF,FW",Paris S-G,fr Ligue 1,18,2004,0.6,2,3.10,0,0,1,0,1,0,0,0.00,0,0,0,0,0,0
Paolo Ghiglione,it ITA,DF,Cremonese,it Serie A,25,1997,7.9,19,2.41,16,3,0,0,0,0,3,0.38,3,0,0,0,0,0
Saman Ghoddos,ir IRN,"MF,FW",Brentford,eng Premier League,28,1993,1.5,4,2.57,1,2,0,1,0,0,0,0.00,0,0,0,0,0,0
Faouzi Ghoulam,dz ALG,DF,Angers,fr Ligue 1,31,1991,5.3,17,3.20,6,10,0,0,1,0,1,0.19,1,0,0,0,0,0
Morgan Gibbs-White,eng ENG,"FW,MF",Wolves,eng Premier League,22,2000,2.0,4,2.00,2,1,1,0,0,0,0,0.00,0,0,0,0,0,0
Morgan Gibbs-White,eng ENG,"MF,FW",Nott'ham Forest,eng Premier League,22,2000,33.0,119,3.60,72,27,9,6,2,3,12,0.36,6,3,1,2,0,0
Niko Gießelmann,de GER,DF,Union Berlin,de Bundesliga,30,1991,14.5,47,3.25,22,19,2,2,2,0,7,0.48,3,2,1,1,0,0
Samuel Gigot,fr FRA,DF,Marseille,fr Ligue 1,28,1993,20.9,19,0.91,15,0,0,4,0,0,4,0.19,4,0,0,0,0,0
Rafał Gikiewicz,pl POL,GK,Augsburg,de Bundesliga,34,1987,23.0,7,0.30,3,4,0,0,0,0,1,0.04,0,1,0,0,0,0
Bryan Gil,es ESP,"MF,FW",Tottenham,eng Premier League,21,2001,1.6,5,3.04,4,0,1,0,0,0,3,1.82,3,0,0,0,0,0
Bryan Gil,es ESP,"FW,DF",Sevilla,es La Liga,21,2001,10.2,25,2.45,20,0,1,1,2,1,4,0.39,3,0,0,1,0,0
David Gil,es ESP,GK,Cádiz,es La Liga,28,1994,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Óscar Gil,es ESP,DF,Espanyol,es La Liga,25,1997,28.4,33,1.16,25,1,2,2,3,0,2,0.07,1,0,1,0,0,0
Mario Gila,es ESP,DF,Lazio,it Serie A,21,2000,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Billy Gilmour,sct SCO,MF,Brighton,eng Premier League,21,2001,5.6,14,2.48,12,0,0,0,1,1,3,0.53,3,0,0,0,0,0
Álvaro Giménez,es ESP,FW,Cádiz,es La Liga,31,1991,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Gvidas Gineitis,lt LTU,MF,Torino,it Serie A,18,2004,1.5,3,1.99,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Matthias Ginter,de GER,DF,Freiburg,de Bundesliga,28,1994,34.0,32,0.94,27,0,0,4,1,0,2,0.06,2,0,0,0,0,0
Andrei Girotto,br BRA,"DF,MF",Nantes,fr Ligue 1,30,1992,35.0,32,0.91,27,1,0,3,0,1,5,0.14,3,1,0,1,0,0
Olivier Giroud,fr FRA,FW,Milan,it Serie A,35,1986,23.8,50,2.10,39,0,0,8,3,0,6,0.25,3,0,0,3,0,0
Serge Gnabry,de GER,"FW,MF",Bayern Munich,de Bundesliga,27,1995,21.6,88,4.08,59,3,10,10,3,3,14,0.65,9,0,3,0,2,0
Degnand Gnonto,it ITA,"FW,MF",Leeds United,eng Premier League,18,2003,15.0,50,3.32,30,3,4,4,8,1,7,0.47,6,1,0,0,0,0
Ben Godfrey,eng ENG,DF,Everton,eng Premier League,24,1998,8.9,4,0.45,4,0,0,0,0,0,2,0.22,2,0,0,0,0,0
Pierluigi Gollini,it ITA,GK,Fiorentina,it Serie A,27,1995,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Pierluigi Gollini,it ITA,GK,Napoli,it Serie A,27,1995,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Aleksandr Golovin,ru RUS,"MF,FW",Monaco,fr Ligue 1,26,1996,27.4,121,4.42,79,24,8,3,5,2,14,0.51,10,1,3,0,0,0
André Gomes,pt POR,MF,Lille,fr Ligue 1,29,1993,18.1,40,2.21,36,1,1,2,0,0,5,0.28,4,0,0,1,0,0
Angel Gomes,eng ENG,MF,Lille,fr Ligue 1,21,2000,31.3,89,2.84,62,9,7,2,8,1,15,0.48,12,1,1,0,1,0
João Gomes,br BRA,MF,Wolves,eng Premier League,21,2001,7.3,14,1.93,9,0,1,2,2,0,2,0.28,1,0,0,1,0,0
Toti Gomes,pt POR,DF,Wolves,eng Premier League,23,1999,10.9,9,0.82,9,0,0,0,0,0,1,0.09,1,0,0,0,0,0
Dani Gómez,es ESP,"MF,FW",Espanyol,es La Liga,24,1998,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,25,1997,16.3,18,1.11,15,1,0,1,0,1,1,0.06,1,0,0,0,0,0
Maxi Gómez,uy URU,FW,Valencia,es La Liga,25,1996,1.2,2,1.65,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Moi Gómez,es ESP,"MF,FW",Osasuna,es La Liga,28,1994,27.3,94,3.45,67,21,1,4,1,0,6,0.22,5,1,0,0,0,0
Papu Gómez,ar ARG,"FW,MF",Sevilla,es La Liga,34,1988,11.8,46,3.89,38,2,1,2,2,1,3,0.25,3,0,0,0,0,0
Sergi Gómez,es ESP,DF,Espanyol,es La Liga,30,1992,26.0,11,0.42,9,0,0,2,0,0,1,0.04,0,0,0,1,0,0
Sergio Gómez,es ESP,"DF,MF",Manchester City,eng Premier League,21,2000,3.9,7,1.81,6,1,0,0,0,0,1,0.26,1,0,0,0,0,0
Antonio Gomis,es ESP,GK,Atlético Madrid,es La Liga,19,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Maxime Gonalons,fr FRA,MF,Clermont Foot,fr Ligue 1,33,1989,16.1,21,1.31,20,0,1,0,0,0,1,0.06,1,0,0,0,0,0
Diego González,es ESP,DF,Elche,es La Liga,27,1995,10.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Édgar González,es ESP,DF,Betis,es La Liga,25,1997,19.7,7,0.36,6,0,0,1,0,0,1,0.05,0,0,0,1,0,0
Giovanni González,uy URU,DF,Mallorca,es La Liga,27,1994,10.3,12,1.17,10,1,0,1,0,0,3,0.29,3,0,0,0,0,0
Joan Gonzàlez,es ESP,MF,Lecce,it Serie A,20,2002,24.4,40,1.64,31,0,1,3,4,1,3,0.12,2,0,0,0,0,1
Nicolás González,ar ARG,"FW,MF",Fiorentina,it Serie A,24,1998,15.0,62,4.12,40,0,4,6,11,1,3,0.20,2,0,0,1,0,0
Nicolás González,es ESP,MF,Valencia,es La Liga,20,2002,15.6,33,2.12,25,1,3,2,2,0,2,0.13,2,0,0,0,0,0
Oumar Gonzalez,cm CMR,DF,Ajaccio,fr Ligue 1,24,1998,28.6,4,0.14,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Roberto González,es ESP,"FW,MF",Betis,es La Liga,21,2001,0.6,5,8.33,2,3,0,0,0,0,0,0.00,0,0,0,0,0,0
Jacek Góralski,pl POL,MF,Bochum,de Bundesliga,29,1992,1.6,3,1.85,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Anthony Gordon,eng ENG,"FW,MF",Newcastle Utd,eng Premier League,21,2001,5.4,16,2.96,10,1,1,1,2,1,1,0.18,1,0,0,0,0,0
Anthony Gordon,eng ENG,FW,Everton,eng Premier League,21,2001,12.2,23,1.89,13,0,1,6,1,2,0,0.00,0,0,0,0,0,0
Leon Goretzka,de GER,MF,Bayern Munich,de Bundesliga,27,1995,19.2,49,2.55,36,0,1,10,1,1,6,0.31,2,0,1,3,0,0
Andoni Gorosabel,es ESP,DF,Real Sociedad,es La Liga,25,1996,19.0,30,1.58,22,6,0,0,1,1,1,0.05,1,0,0,0,0,0
Robin Gosens,de GER,DF,Inter,it Serie A,28,1994,13.2,41,3.13,35,1,2,2,1,0,2,0.15,2,0,0,0,0,0
Mario Götze,de GER,MF,Eint Frankfurt,de Bundesliga,30,1992,30.4,101,3.32,79,13,2,5,1,1,14,0.46,12,0,0,2,0,0
Amine Gouiri,fr FRA,"FW,MF",Nice,fr Ligue 1,22,2000,2.5,7,2.79,4,1,0,1,1,0,1,0.40,0,0,0,0,1,0
Amine Gouiri,fr FRA,"FW,MF",Rennes,fr Ligue 1,22,2000,28.0,93,3.32,72,0,9,9,2,1,11,0.39,8,0,3,0,0,0
Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,31,1991,31.1,35,1.13,24,3,3,4,0,1,3,0.10,1,0,0,2,0,0
Jonathan Gradit,fr FRA,DF,Lens,fr Ligue 1,29,1992,31.4,49,1.56,40,1,1,0,4,3,8,0.25,8,0,0,0,0,0
José Gragera,es ESP,"MF,DF",Espanyol,es La Liga,21,2000,5.1,2,0.39,1,0,0,1,0,0,1,0.20,0,0,0,1,0,0
Alberto Grassi,it ITA,MF,Empoli,it Serie A,27,1995,13.3,13,0.98,11,0,0,1,1,0,1,0.08,1,0,0,0,0,0
Ryan Gravenberch,nl NED,MF,Bayern Munich,de Bundesliga,20,2002,6.4,25,3.91,22,0,0,3,0,0,1,0.16,1,0,0,0,0,0
Andrew Gravillon,gp GLP,DF,Torino,it Serie A,24,1998,3.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Andrew Gravillon,gp GLP,DF,Reims,fr Ligue 1,24,1998,11.5,9,0.78,5,2,0,2,0,0,1,0.09,1,0,0,0,0,0
Demarai Gray,jm JAM,"FW,MF",Everton,eng Premier League,26,1996,27.9,94,3.37,41,25,4,11,10,3,5,0.18,3,2,0,0,0,0
Adrian Grbić,at AUT,"MF,FW",Lorient,fr Ligue 1,25,1996,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ivo Grbić,hr CRO,GK,Atlético Madrid,es La Liga,26,1996,10.2,1,0.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jack Grealish,eng ENG,FW,Manchester City,eng Premier League,26,1995,22.8,104,4.55,71,7,6,6,13,1,20,0.88,14,1,0,1,3,1
Sam Greenwood,eng ENG,"MF,FW",Leeds United,eng Premier League,20,2002,4.7,24,5.11,5,18,0,1,0,0,3,0.64,0,2,0,1,0,0
Michael Gregoritsch,at AUT,FW,Freiburg,de Bundesliga,28,1994,23.9,67,2.80,49,1,2,10,5,0,10,0.42,7,0,0,2,1,0
